Source,Target,Type,Weight
457,458,Undirected,1
459,1,Undirected,1
1,459,Undirected,1
459,2,Undirected,1
2,459,Undirected,1
459,3,Undirected,1
3,459,Undirected,1
459,4,Undirected,1
4,459,Undirected,1
459,45,Undirected,1
45,459,Undirected,1
459,247,Undirected,1
247,459,Undirected,1
459,453,Undirected,1
453,459,Undirected,1
459,454,Undirected,1
454,459,Undirected,1
459,455,Undirected,1
455,459,Undirected,1
459,456,Undirected,1
456,459,Undirected,1
459,457,Undirected,1
457,459,Undirected,1
459,458,Undirected,1
458,459,Undirected,1
460,1,Undirected,1
1,460,Undirected,1
460,2,Undirected,1
2,460,Undirected,1
460,27,Undirected,1
27,460,Undirected,1
460,35,Undirected,1
35,460,Undirected,1
460,67,Undirected,1
67,460,Undirected,1
460,248,Undirected,1
248,460,Undirected,1
461,1,Undirected,2
1,461,Undirected,2
461,2,Undirected,1
2,461,Undirected,1
461,3,Undirected,1
3,461,Undirected,1
461,4,Undirected,2
4,461,Undirected,2
461,12,Undirected,1
12,461,Undirected,1
461,27,Undirected,2
27,461,Undirected,2
461,35,Undirected,1
35,461,Undirected,1
461,36,Undirected,1
36,461,Undirected,1
461,45,Undirected,1
45,461,Undirected,1
461,73,Undirected,1
73,461,Undirected,1
461,98,Undirected,1
98,461,Undirected,1
461,102,Undirected,1
102,461,Undirected,1
461,110,Undirected,1
110,461,Undirected,1
461,126,Undirected,1
126,461,Undirected,1
461,441,Undirected,1
441,461,Undirected,1
461,448,Undirected,1
448,461,Undirected,1
462,1,Undirected,1
1,462,Undirected,1
462,2,Undirected,1
2,462,Undirected,1
462,3,Undirected,1
3,462,Undirected,1
462,4,Undirected,1
4,462,Undirected,1
462,21,Undirected,1
21,462,Undirected,1
462,35,Undirected,1
35,462,Undirected,1
462,250,Undirected,1
250,462,Undirected,1
463,1,Undirected,1
1,463,Undirected,1
463,3,Undirected,1
3,463,Undirected,1
463,4,Undirected,1
4,463,Undirected,1
463,33,Undirected,1
33,463,Undirected,1
463,42,Undirected,1
42,463,Undirected,1
463,46,Undirected,1
46,463,Undirected,1
463,58,Undirected,1
58,463,Undirected,1
464,1,Undirected,4
1,464,Undirected,4
464,2,Undirected,3
2,464,Undirected,3
464,3,Undirected,3
3,464,Undirected,3
464,4,Undirected,4
4,464,Undirected,4
464,5,Undirected,1
5,464,Undirected,1
464,27,Undirected,3
27,464,Undirected,3
464,34,Undirected,1
34,464,Undirected,1
464,35,Undirected,1
35,464,Undirected,1
464,41,Undirected,2
41,464,Undirected,2
464,42,Undirected,1
42,464,Undirected,1
464,59,Undirected,1
59,464,Undirected,1
464,75,Undirected,1
75,464,Undirected,1
464,80,Undirected,2
80,464,Undirected,2
464,98,Undirected,2
98,464,Undirected,2
464,102,Undirected,1
102,464,Undirected,1
464,110,Undirected,1
110,464,Undirected,1
464,123,Undirected,1
123,464,Undirected,1
464,124,Undirected,1
124,464,Undirected,1
464,132,Undirected,1
132,464,Undirected,1
464,146,Undirected,1
146,464,Undirected,1
464,314,Undirected,1
314,464,Undirected,1
464,441,Undirected,1
441,464,Undirected,1
464,448,Undirected,1
448,464,Undirected,1
464,461,Undirected,1
461,464,Undirected,1
465,1,Undirected,1
1,465,Undirected,1
465,2,Undirected,1
2,465,Undirected,1
465,253,Undirected,1
253,465,Undirected,1
466,1,Undirected,1
1,466,Undirected,1
466,2,Undirected,1
2,466,Undirected,1
466,3,Undirected,1
3,466,Undirected,1
466,36,Undirected,1
36,466,Undirected,1
466,42,Undirected,1
42,466,Undirected,1
467,1,Undirected,1
1,467,Undirected,1
467,2,Undirected,1
2,467,Undirected,1
467,3,Undirected,1
3,467,Undirected,1
467,4,Undirected,1
4,467,Undirected,1
467,5,Undirected,1
5,467,Undirected,1
467,36,Undirected,1
36,467,Undirected,1
467,59,Undirected,1
59,467,Undirected,1
467,102,Undirected,1
102,467,Undirected,1
468,1,Undirected,1
1,468,Undirected,1
468,2,Undirected,1
2,468,Undirected,1
468,3,Undirected,1
3,468,Undirected,1
468,4,Undirected,1
4,468,Undirected,1
468,5,Undirected,1
5,468,Undirected,1
468,36,Undirected,1
36,468,Undirected,1
468,59,Undirected,1
59,468,Undirected,1
468,102,Undirected,1
102,468,Undirected,1
468,467,Undirected,1
467,468,Undirected,1
469,1,Undirected,2
1,469,Undirected,2
469,2,Undirected,1
2,469,Undirected,1
469,3,Undirected,2
3,469,Undirected,2
469,4,Undirected,2
4,469,Undirected,2
469,5,Undirected,1
5,469,Undirected,1
469,27,Undirected,1
27,469,Undirected,1
469,35,Undirected,1
35,469,Undirected,1
469,36,Undirected,1
36,469,Undirected,1
469,59,Undirected,1
59,469,Undirected,1
469,102,Undirected,2
102,469,Undirected,2
469,110,Undirected,1
110,469,Undirected,1
469,441,Undirected,1
441,469,Undirected,1
469,448,Undirected,1
448,469,Undirected,1
469,461,Undirected,1
461,469,Undirected,1
469,464,Undirected,1
464,469,Undirected,1
469,467,Undirected,1
467,469,Undirected,1
469,468,Undirected,1
468,469,Undirected,1
470,1,Undirected,1
1,470,Undirected,1
470,2,Undirected,1
2,470,Undirected,1
470,4,Undirected,1
4,470,Undirected,1
470,45,Undirected,1
45,470,Undirected,1
470,112,Undirected,1
112,470,Undirected,1
470,132,Undirected,1
132,470,Undirected,1
470,255,Undirected,1
255,470,Undirected,1
471,1,Undirected,1
1,471,Undirected,1
471,2,Undirected,1
2,471,Undirected,1
471,3,Undirected,1
3,471,Undirected,1
471,4,Undirected,1
4,471,Undirected,1
471,5,Undirected,1
5,471,Undirected,1
471,25,Undirected,1
25,471,Undirected,1
471,35,Undirected,1
35,471,Undirected,1
471,50,Undirected,1
50,471,Undirected,1
471,55,Undirected,1
55,471,Undirected,1
471,95,Undirected,1
95,471,Undirected,1
471,112,Undirected,1
112,471,Undirected,1
472,1,Undirected,2
1,472,Undirected,2
472,2,Undirected,1
2,472,Undirected,1
472,3,Undirected,2
3,472,Undirected,2
472,4,Undirected,2
4,472,Undirected,2
472,5,Undirected,1
5,472,Undirected,1
472,25,Undirected,1
25,472,Undirected,1
472,27,Undirected,1
27,472,Undirected,1
472,35,Undirected,2
35,472,Undirected,2
472,50,Undirected,1
50,472,Undirected,1
472,55,Undirected,1
55,472,Undirected,1
472,95,Undirected,1
95,472,Undirected,1
472,102,Undirected,1
102,472,Undirected,1
472,110,Undirected,1
110,472,Undirected,1
472,112,Undirected,1
112,472,Undirected,1
472,441,Undirected,1
441,472,Undirected,1
472,448,Undirected,1
448,472,Undirected,1
472,461,Undirected,1
461,472,Undirected,1
472,464,Undirected,1
464,472,Undirected,1
472,469,Undirected,1
469,472,Undirected,1
472,471,Undirected,1
471,472,Undirected,1
473,1,Undirected,1
1,473,Undirected,1
473,2,Undirected,1
2,473,Undirected,1
473,3,Undirected,1
3,473,Undirected,1
473,4,Undirected,1
4,473,Undirected,1
473,5,Undirected,1
5,473,Undirected,1
473,25,Undirected,1
25,473,Undirected,1
473,35,Undirected,1
35,473,Undirected,1
473,50,Undirected,1
50,473,Undirected,1
473,55,Undirected,1
55,473,Undirected,1
473,95,Undirected,1
95,473,Undirected,1
473,112,Undirected,1
112,473,Undirected,1
473,471,Undirected,1
471,473,Undirected,1
473,472,Undirected,1
472,473,Undirected,1
474,1,Undirected,1
1,474,Undirected,1
474,2,Undirected,1
2,474,Undirected,1
474,3,Undirected,1
3,474,Undirected,1
474,4,Undirected,1
4,474,Undirected,1
474,5,Undirected,1
5,474,Undirected,1
474,25,Undirected,1
25,474,Undirected,1
474,35,Undirected,1
35,474,Undirected,1
474,50,Undirected,1
50,474,Undirected,1
474,55,Undirected,1
55,474,Undirected,1
474,95,Undirected,1
95,474,Undirected,1
474,112,Undirected,1
112,474,Undirected,1
474,471,Undirected,1
471,474,Undirected,1
474,472,Undirected,1
472,474,Undirected,1
474,473,Undirected,1
473,474,Undirected,1
475,1,Undirected,1
1,475,Undirected,1
475,2,Undirected,1
2,475,Undirected,1
475,12,Undirected,1
12,475,Undirected,1
475,126,Undirected,1
126,475,Undirected,1
475,256,Undirected,1
256,475,Undirected,1
476,1,Undirected,1
1,476,Undirected,1
476,2,Undirected,1
2,476,Undirected,1
476,3,Undirected,1
3,476,Undirected,1
476,36,Undirected,1
36,476,Undirected,1
476,45,Undirected,1
45,476,Undirected,1
476,55,Undirected,1
55,476,Undirected,1
476,112,Undirected,1
112,476,Undirected,1
476,257,Undirected,1
257,476,Undirected,1
477,1,Undirected,1
1,477,Undirected,1
477,2,Undirected,1
2,477,Undirected,1
477,3,Undirected,1
3,477,Undirected,1
477,36,Undirected,1
36,477,Undirected,1
477,45,Undirected,1
45,477,Undirected,1
477,55,Undirected,1
55,477,Undirected,1
477,112,Undirected,1
112,477,Undirected,1
477,257,Undirected,1
257,477,Undirected,1
477,476,Undirected,1
476,477,Undirected,1
478,1,Undirected,2
1,478,Undirected,2
478,2,Undirected,2
2,478,Undirected,2
478,3,Undirected,3
3,478,Undirected,3
478,4,Undirected,1
4,478,Undirected,1
478,13,Undirected,1
13,478,Undirected,1
478,27,Undirected,1
27,478,Undirected,1
478,35,Undirected,1
35,478,Undirected,1
478,42,Undirected,2
42,478,Undirected,2
478,46,Undirected,2
46,478,Undirected,2
478,50,Undirected,1
50,478,Undirected,1
478,71,Undirected,1
71,478,Undirected,1
478,98,Undirected,1
98,478,Undirected,1
478,109,Undirected,1
109,478,Undirected,1
478,110,Undirected,1
110,478,Undirected,1
478,119,Undirected,1
119,478,Undirected,1
478,258,Undirected,1
258,478,Undirected,1
479,1,Undirected,1
1,479,Undirected,1
479,2,Undirected,1
2,479,Undirected,1
479,3,Undirected,1
3,479,Undirected,1
479,4,Undirected,1
4,479,Undirected,1
479,35,Undirected,1
35,479,Undirected,1
479,43,Undirected,1
43,479,Undirected,1
479,45,Undirected,1
45,479,Undirected,1
479,50,Undirected,1
50,479,Undirected,1
480,1,Undirected,1
1,480,Undirected,1
480,2,Undirected,1
2,480,Undirected,1
480,3,Undirected,1
3,480,Undirected,1
480,4,Undirected,1
4,480,Undirected,1
480,59,Undirected,1
59,480,Undirected,1
481,1,Undirected,1
1,481,Undirected,1
481,2,Undirected,1
2,481,Undirected,1
481,3,Undirected,1
3,481,Undirected,1
481,4,Undirected,1
4,481,Undirected,1
481,59,Undirected,1
59,481,Undirected,1
481,480,Undirected,1
480,481,Undirected,1
482,1,Undirected,2
1,482,Undirected,2
482,2,Undirected,2
2,482,Undirected,2
482,3,Undirected,1
3,482,Undirected,1
482,4,Undirected,1
4,482,Undirected,1
482,5,Undirected,2
5,482,Undirected,2
482,11,Undirected,1
11,482,Undirected,1
482,31,Undirected,1
31,482,Undirected,1
482,35,Undirected,1
35,482,Undirected,1
482,45,Undirected,1
45,482,Undirected,1
482,46,Undirected,1
46,482,Undirected,1
482,50,Undirected,1
50,482,Undirected,1
482,55,Undirected,1
55,482,Undirected,1
482,66,Undirected,1
66,482,Undirected,1
482,75,Undirected,1
75,482,Undirected,1
482,112,Undirected,1
112,482,Undirected,1
482,119,Undirected,1
119,482,Undirected,1
482,137,Undirected,1
137,482,Undirected,1
482,146,Undirected,1
146,482,Undirected,1
482,343,Undirected,1
343,482,Undirected,1
482,344,Undirected,1
344,482,Undirected,1
483,1,Undirected,1
1,483,Undirected,1
483,2,Undirected,1
2,483,Undirected,1
483,3,Undirected,1
3,483,Undirected,1
483,4,Undirected,1
4,483,Undirected,1
483,5,Undirected,1
5,483,Undirected,1
483,264,Undirected,1
264,483,Undirected,1
484,1,Undirected,1
1,484,Undirected,1
484,2,Undirected,1
2,484,Undirected,1
484,3,Undirected,1
3,484,Undirected,1
484,4,Undirected,1
4,484,Undirected,1
484,34,Undirected,1
34,484,Undirected,1
484,95,Undirected,1
95,484,Undirected,1
484,123,Undirected,1
123,484,Undirected,1
485,1,Undirected,1
1,485,Undirected,1
485,2,Undirected,1
2,485,Undirected,1
485,3,Undirected,1
3,485,Undirected,1
485,46,Undirected,1
46,485,Undirected,1
485,478,Undirected,1
478,485,Undirected,1
486,1,Undirected,1
1,486,Undirected,1
486,2,Undirected,1
2,486,Undirected,1
486,3,Undirected,1
3,486,Undirected,1
486,46,Undirected,1
46,486,Undirected,1
486,478,Undirected,1
478,486,Undirected,1
486,485,Undirected,1
485,486,Undirected,1
488,1,Undirected,1
1,488,Undirected,1
488,3,Undirected,1
3,488,Undirected,1
488,71,Undirected,1
71,488,Undirected,1
488,78,Undirected,1
78,488,Undirected,1
488,79,Undirected,1
79,488,Undirected,1
488,80,Undirected,1
80,488,Undirected,1
488,110,Undirected,1
110,488,Undirected,1
488,267,Undirected,1
267,488,Undirected,1
489,1,Undirected,1
1,489,Undirected,1
489,3,Undirected,1
3,489,Undirected,1
489,71,Undirected,1
71,489,Undirected,1
489,78,Undirected,1
78,489,Undirected,1
489,79,Undirected,1
79,489,Undirected,1
489,80,Undirected,1
80,489,Undirected,1
489,110,Undirected,1
110,489,Undirected,1
489,267,Undirected,1
267,489,Undirected,1
489,488,Undirected,1
488,489,Undirected,1
490,1,Undirected,1
1,490,Undirected,1
490,3,Undirected,1
3,490,Undirected,1
490,71,Undirected,1
71,490,Undirected,1
490,78,Undirected,1
78,490,Undirected,1
490,79,Undirected,1
79,490,Undirected,1
490,80,Undirected,1
80,490,Undirected,1
490,110,Undirected,1
110,490,Undirected,1
490,267,Undirected,1
267,490,Undirected,1
490,488,Undirected,1
488,490,Undirected,1
490,489,Undirected,1
489,490,Undirected,1
491,1,Undirected,1
1,491,Undirected,1
491,2,Undirected,1
2,491,Undirected,1
491,3,Undirected,1
3,491,Undirected,1
491,4,Undirected,1
4,491,Undirected,1
491,35,Undirected,1
35,491,Undirected,1
491,42,Undirected,1
42,491,Undirected,1
491,43,Undirected,1
43,491,Undirected,1
491,59,Undirected,1
59,491,Undirected,1
491,61,Undirected,1
61,491,Undirected,1
491,103,Undirected,1
103,491,Undirected,1
491,112,Undirected,1
112,491,Undirected,1
492,1,Undirected,1
1,492,Undirected,1
492,2,Undirected,1
2,492,Undirected,1
492,3,Undirected,1
3,492,Undirected,1
492,4,Undirected,1
4,492,Undirected,1
492,25,Undirected,1
25,492,Undirected,1
492,28,Undirected,1
28,492,Undirected,1
492,42,Undirected,1
42,492,Undirected,1
492,123,Undirected,1
123,492,Undirected,1
492,270,Undirected,1
270,492,Undirected,1
493,1,Undirected,1
1,493,Undirected,1
493,2,Undirected,1
2,493,Undirected,1
493,27,Undirected,1
27,493,Undirected,1
493,42,Undirected,1
42,493,Undirected,1
493,271,Undirected,1
271,493,Undirected,1
494,1,Undirected,1
1,494,Undirected,1
494,3,Undirected,1
3,494,Undirected,1
494,4,Undirected,1
4,494,Undirected,1
494,27,Undirected,1
27,494,Undirected,1
494,46,Undirected,1
46,494,Undirected,1
494,59,Undirected,1
59,494,Undirected,1
494,131,Undirected,1
131,494,Undirected,1
495,1,Undirected,1
1,495,Undirected,1
495,2,Undirected,1
2,495,Undirected,1
495,3,Undirected,1
3,495,Undirected,1
495,4,Undirected,1
4,495,Undirected,1
495,110,Undirected,1
110,495,Undirected,1
496,1,Undirected,1
1,496,Undirected,1
496,2,Undirected,1
2,496,Undirected,1
496,3,Undirected,1
3,496,Undirected,1
496,4,Undirected,1
4,496,Undirected,1
496,110,Undirected,1
110,496,Undirected,1
496,495,Undirected,1
495,496,Undirected,1
497,1,Undirected,1
1,497,Undirected,1
497,2,Undirected,1
2,497,Undirected,1
497,3,Undirected,1
3,497,Undirected,1
497,4,Undirected,1
4,497,Undirected,1
497,110,Undirected,1
110,497,Undirected,1
497,495,Undirected,1
495,497,Undirected,1
497,496,Undirected,1
496,497,Undirected,1
499,1,Undirected,1
1,499,Undirected,1
499,2,Undirected,1
2,499,Undirected,1
499,3,Undirected,1
3,499,Undirected,1
499,4,Undirected,1
4,499,Undirected,1
499,25,Undirected,1
25,499,Undirected,1
499,46,Undirected,1
46,499,Undirected,1
499,55,Undirected,1
55,499,Undirected,1
499,95,Undirected,1
95,499,Undirected,1
499,138,Undirected,1
138,499,Undirected,1
499,272,Undirected,1
272,499,Undirected,1
500,1,Undirected,1
1,500,Undirected,1
500,3,Undirected,1
3,500,Undirected,1
500,4,Undirected,1
4,500,Undirected,1
500,38,Undirected,1
38,500,Undirected,1
500,45,Undirected,1
45,500,Undirected,1
500,55,Undirected,1
55,500,Undirected,1
500,112,Undirected,1
112,500,Undirected,1
501,1,Undirected,1
1,501,Undirected,1
501,2,Undirected,1
2,501,Undirected,1
501,27,Undirected,1
27,501,Undirected,1
501,43,Undirected,1
43,501,Undirected,1
501,45,Undirected,1
45,501,Undirected,1
501,55,Undirected,1
55,501,Undirected,1
501,71,Undirected,1
71,501,Undirected,1
501,112,Undirected,1
112,501,Undirected,1
502,1,Undirected,1
1,502,Undirected,1
502,2,Undirected,1
2,502,Undirected,1
502,27,Undirected,1
27,502,Undirected,1
502,43,Undirected,1
43,502,Undirected,1
502,45,Undirected,1
45,502,Undirected,1
502,55,Undirected,1
55,502,Undirected,1
502,71,Undirected,1
71,502,Undirected,1
502,112,Undirected,1
112,502,Undirected,1
502,501,Undirected,1
501,502,Undirected,1
503,1,Undirected,1
1,503,Undirected,1
503,2,Undirected,1
2,503,Undirected,1
503,3,Undirected,1
3,503,Undirected,1
503,4,Undirected,1
4,503,Undirected,1
503,11,Undirected,1
11,503,Undirected,1
503,35,Undirected,1
35,503,Undirected,1
503,36,Undirected,1
36,503,Undirected,1
503,46,Undirected,1
46,503,Undirected,1
503,55,Undirected,1
55,503,Undirected,1
503,112,Undirected,1
112,503,Undirected,1
503,138,Undirected,1
138,503,Undirected,1
504,1,Undirected,1
1,504,Undirected,1
504,2,Undirected,1
2,504,Undirected,1
504,3,Undirected,1
3,504,Undirected,1
504,4,Undirected,1
4,504,Undirected,1
504,34,Undirected,1
34,504,Undirected,1
504,42,Undirected,1
42,504,Undirected,1
504,46,Undirected,1
46,504,Undirected,1
504,80,Undirected,1
80,504,Undirected,1
504,283,Undirected,1
283,504,Undirected,1
505,1,Undirected,1
1,505,Undirected,1
505,2,Undirected,1
2,505,Undirected,1
505,5,Undirected,1
5,505,Undirected,1
505,35,Undirected,1
35,505,Undirected,1
505,43,Undirected,1
43,505,Undirected,1
505,98,Undirected,1
98,505,Undirected,1
506,1,Undirected,1
1,506,Undirected,1
506,3,Undirected,1
3,506,Undirected,1
506,4,Undirected,1
4,506,Undirected,1
506,27,Undirected,1
27,506,Undirected,1
506,35,Undirected,1
35,506,Undirected,1
506,102,Undirected,1
102,506,Undirected,1
506,110,Undirected,1
110,506,Undirected,1
506,441,Undirected,1
441,506,Undirected,1
506,448,Undirected,1
448,506,Undirected,1
506,461,Undirected,1
461,506,Undirected,1
506,464,Undirected,1
464,506,Undirected,1
506,469,Undirected,1
469,506,Undirected,1
506,472,Undirected,1
472,506,Undirected,1
507,1,Undirected,1
1,507,Undirected,1
507,3,Undirected,1
3,507,Undirected,1
507,4,Undirected,1
4,507,Undirected,1
507,27,Undirected,1
27,507,Undirected,1
507,35,Undirected,1
35,507,Undirected,1
507,102,Undirected,1
102,507,Undirected,1
507,110,Undirected,1
110,507,Undirected,1
507,441,Undirected,1
441,507,Undirected,1
507,448,Undirected,1
448,507,Undirected,1
507,461,Undirected,1
461,507,Undirected,1
507,464,Undirected,1
464,507,Undirected,1
507,469,Undirected,1
469,507,Undirected,1
507,472,Undirected,1
472,507,Undirected,1
507,506,Undirected,1
506,507,Undirected,1
508,1,Undirected,1
1,508,Undirected,1
508,3,Undirected,1
3,508,Undirected,1
508,4,Undirected,1
4,508,Undirected,1
508,27,Undirected,1
27,508,Undirected,1
508,35,Undirected,1
35,508,Undirected,1
508,102,Undirected,1
102,508,Undirected,1
508,110,Undirected,1
110,508,Undirected,1
508,441,Undirected,1
441,508,Undirected,1
508,448,Undirected,1
448,508,Undirected,1
508,461,Undirected,1
461,508,Undirected,1
508,464,Undirected,1
464,508,Undirected,1
508,469,Undirected,1
469,508,Undirected,1
508,472,Undirected,1
472,508,Undirected,1
508,506,Undirected,1
506,508,Undirected,1
508,507,Undirected,1
507,508,Undirected,1
514,1,Undirected,1
1,514,Undirected,1
514,3,Undirected,1
3,514,Undirected,1
514,4,Undirected,1
4,514,Undirected,1
514,27,Undirected,1
27,514,Undirected,1
514,35,Undirected,1
35,514,Undirected,1
514,102,Undirected,1
102,514,Undirected,1
514,110,Undirected,1
110,514,Undirected,1
514,441,Undirected,1
441,514,Undirected,1
514,448,Undirected,1
448,514,Undirected,1
514,461,Undirected,1
461,514,Undirected,1
514,464,Undirected,1
464,514,Undirected,1
514,469,Undirected,1
469,514,Undirected,1
514,472,Undirected,1
472,514,Undirected,1
514,506,Undirected,1
506,514,Undirected,1
514,507,Undirected,1
507,514,Undirected,1
514,508,Undirected,1
508,514,Undirected,1
516,1,Undirected,2
1,516,Undirected,2
516,2,Undirected,2
2,516,Undirected,2
516,3,Undirected,2
3,516,Undirected,2
516,4,Undirected,1
4,516,Undirected,1
516,34,Undirected,1
34,516,Undirected,1
516,35,Undirected,1
35,516,Undirected,1
516,42,Undirected,1
42,516,Undirected,1
516,43,Undirected,1
43,516,Undirected,1
516,46,Undirected,2
46,516,Undirected,2
516,55,Undirected,1
55,516,Undirected,1
516,59,Undirected,2
59,516,Undirected,2
516,98,Undirected,1
98,516,Undirected,1
516,103,Undirected,1
103,516,Undirected,1
516,106,Undirected,1
106,516,Undirected,1
516,112,Undirected,1
112,516,Undirected,1
516,132,Undirected,1
132,516,Undirected,1
517,1,Undirected,1
1,517,Undirected,1
517,2,Undirected,1
2,517,Undirected,1
517,3,Undirected,1
3,517,Undirected,1
517,4,Undirected,1
4,517,Undirected,1
517,12,Undirected,1
12,517,Undirected,1
517,42,Undirected,1
42,517,Undirected,1
517,80,Undirected,1
80,517,Undirected,1
517,126,Undirected,1
126,517,Undirected,1
517,142,Undirected,1
142,517,Undirected,1
517,287,Undirected,1
287,517,Undirected,1
518,1,Undirected,1
1,518,Undirected,1
518,2,Undirected,1
2,518,Undirected,1
518,3,Undirected,1
3,518,Undirected,1
518,4,Undirected,1
4,518,Undirected,1
518,42,Undirected,1
42,518,Undirected,1
518,46,Undirected,1
46,518,Undirected,1
518,58,Undirected,1
58,518,Undirected,1
518,62,Undirected,1
62,518,Undirected,1
518,91,Undirected,1
91,518,Undirected,1
518,98,Undirected,1
98,518,Undirected,1
518,110,Undirected,1
110,518,Undirected,1
518,114,Undirected,1
114,518,Undirected,1
518,123,Undirected,1
123,518,Undirected,1
518,288,Undirected,1
288,518,Undirected,1
519,1,Undirected,1
1,519,Undirected,1
519,2,Undirected,1
2,519,Undirected,1
519,3,Undirected,1
3,519,Undirected,1
519,4,Undirected,1
4,519,Undirected,1
519,5,Undirected,1
5,519,Undirected,1
519,27,Undirected,1
27,519,Undirected,1
519,67,Undirected,1
67,519,Undirected,1
519,133,Undirected,1
133,519,Undirected,1
519,289,Undirected,1
289,519,Undirected,1
520,1,Undirected,1
1,520,Undirected,1
520,2,Undirected,1
2,520,Undirected,1
520,3,Undirected,1
3,520,Undirected,1
520,4,Undirected,1
4,520,Undirected,1
520,42,Undirected,1
42,520,Undirected,1
520,45,Undirected,1
45,520,Undirected,1
520,55,Undirected,1
55,520,Undirected,1
520,112,Undirected,1
112,520,Undirected,1
521,1,Undirected,1
1,521,Undirected,1
521,2,Undirected,1
2,521,Undirected,1
521,3,Undirected,1
3,521,Undirected,1
521,4,Undirected,1
4,521,Undirected,1
521,35,Undirected,1
35,521,Undirected,1
521,38,Undirected,1
38,521,Undirected,1
521,55,Undirected,1
55,521,Undirected,1
521,291,Undirected,1
291,521,Undirected,1
522,1,Undirected,1
1,522,Undirected,1
522,2,Undirected,1
2,522,Undirected,1
522,3,Undirected,1
3,522,Undirected,1
522,4,Undirected,1
4,522,Undirected,1
522,42,Undirected,1
42,522,Undirected,1
522,103,Undirected,1
103,522,Undirected,1
522,123,Undirected,1
123,522,Undirected,1
522,131,Undirected,1
131,522,Undirected,1
523,1,Undirected,1
1,523,Undirected,1
523,2,Undirected,1
2,523,Undirected,1
523,3,Undirected,1
3,523,Undirected,1
523,4,Undirected,1
4,523,Undirected,1
523,27,Undirected,1
27,523,Undirected,1
523,45,Undirected,1
45,523,Undirected,1
523,293,Undirected,1
293,523,Undirected,1
524,1,Undirected,2
1,524,Undirected,2
524,2,Undirected,2
2,524,Undirected,2
524,3,Undirected,2
3,524,Undirected,2
524,4,Undirected,1
4,524,Undirected,1
524,11,Undirected,1
11,524,Undirected,1
524,35,Undirected,1
35,524,Undirected,1
524,36,Undirected,2
36,524,Undirected,2
524,58,Undirected,1
58,524,Undirected,1
524,70,Undirected,1
70,524,Undirected,1
524,103,Undirected,1
103,524,Undirected,1
525,1,Undirected,1
1,525,Undirected,1
525,2,Undirected,1
2,525,Undirected,1
525,3,Undirected,1
3,525,Undirected,1
525,4,Undirected,1
4,525,Undirected,1
525,11,Undirected,1
11,525,Undirected,1
525,36,Undirected,1
36,525,Undirected,1
525,70,Undirected,1
70,525,Undirected,1
525,524,Undirected,1
524,525,Undirected,1
526,1,Undirected,1
1,526,Undirected,1
526,2,Undirected,1
2,526,Undirected,1
526,3,Undirected,1
3,526,Undirected,1
526,4,Undirected,1
4,526,Undirected,1
526,5,Undirected,1
5,526,Undirected,1
526,28,Undirected,1
28,526,Undirected,1
526,93,Undirected,1
93,526,Undirected,1
526,95,Undirected,1
95,526,Undirected,1
526,124,Undirected,1
124,526,Undirected,1
527,1,Undirected,1
1,527,Undirected,1
527,2,Undirected,1
2,527,Undirected,1
527,3,Undirected,1
3,527,Undirected,1
527,4,Undirected,1
4,527,Undirected,1
527,5,Undirected,1
5,527,Undirected,1
527,28,Undirected,1
28,527,Undirected,1
527,93,Undirected,1
93,527,Undirected,1
527,95,Undirected,1
95,527,Undirected,1
527,124,Undirected,1
124,527,Undirected,1
527,526,Undirected,1
526,527,Undirected,1
528,1,Undirected,1
1,528,Undirected,1
528,2,Undirected,1
2,528,Undirected,1
528,4,Undirected,1
4,528,Undirected,1
528,31,Undirected,1
31,528,Undirected,1
528,42,Undirected,1
42,528,Undirected,1
528,55,Undirected,1
55,528,Undirected,1
528,110,Undirected,1
110,528,Undirected,1
528,112,Undirected,1
112,528,Undirected,1
529,1,Undirected,1
1,529,Undirected,1
529,2,Undirected,1
2,529,Undirected,1
529,36,Undirected,1
36,529,Undirected,1
529,146,Undirected,1
146,529,Undirected,1
529,294,Undirected,1
294,529,Undirected,1
530,1,Undirected,1
1,530,Undirected,1
530,2,Undirected,1
2,530,Undirected,1
530,36,Undirected,1
36,530,Undirected,1
530,146,Undirected,1
146,530,Undirected,1
530,294,Undirected,1
294,530,Undirected,1
530,529,Undirected,1
529,530,Undirected,1
531,1,Undirected,2
1,531,Undirected,2
531,2,Undirected,2
2,531,Undirected,2
531,3,Undirected,2
3,531,Undirected,2
531,4,Undirected,2
4,531,Undirected,2
531,34,Undirected,1
34,531,Undirected,1
531,38,Undirected,1
38,531,Undirected,1
531,45,Undirected,2
45,531,Undirected,2
531,55,Undirected,1
55,531,Undirected,1
531,98,Undirected,1
98,531,Undirected,1
531,112,Undirected,1
112,531,Undirected,1
532,1,Undirected,2
1,532,Undirected,2
532,2,Undirected,1
2,532,Undirected,1
532,3,Undirected,2
3,532,Undirected,2
532,4,Undirected,1
4,532,Undirected,1
532,27,Undirected,1
27,532,Undirected,1
532,35,Undirected,2
35,532,Undirected,2
532,36,Undirected,1
36,532,Undirected,1
532,43,Undirected,2
43,532,Undirected,2
532,45,Undirected,1
45,532,Undirected,1
532,67,Undirected,1
67,532,Undirected,1
532,70,Undirected,1
70,532,Undirected,1
532,80,Undirected,1
80,532,Undirected,1
532,110,Undirected,1
110,532,Undirected,1
532,130,Undirected,1
130,532,Undirected,1
